Page Name,Post Created,Shares,Message,URL
Palestine International Broadcast,2023-12-07 07:30:08 EST,34,Searching for survivors under the rubble is not the end. There are other tasks awaiting the people of Gaza. Transporting the wounded is a tiring and sensitive task. #GazaNation #GazaGenocide #palestinelivesmatter #IsraeliNewNazism,https://www.facebook.com/100069351265250/posts/674380081550361
Palestine International Broadcast,2023-10-25 03:34:58 EDT,30,Spokesman of the Ministry of Health: There is no hospital in Gaza capable of providing health services to those wounded in the Israeli occupation aggressions. #hospital #GazaGenocide #GazaNation #palestinelivesmatter,https://www.facebook.com/100069351265250/posts/650476677274035
Palestine International Broadcast,2024-05-25 14:52:05 EDT,22,*Dozens of Palestinian civilians have been killed and many others injured as Israel's genocide in Gaza marks 232 days. The suffering and misery inflicted on the people of Gaza remain unabated.*,https://www.facebook.com/100069351265250/posts/774481884873513
Palestine International Broadcast,2024-03-05 03:30:05 EST,15,"Despite the Israeli genocide, Gaza's resilience shines through as celebratory Ramadan paintings adorn the walls of the besieged Gaza city.",https://www.facebook.com/100069351265250/posts/725873036401065
Palestine International Broadcast,2024-01-06 14:30:08 EST,29,"Pro-Justice People Pay the Price with Pride, N.Y. Times writer quits over open letter accusing Israel of ‘genocide’. The newspaper said award-winning journalist Jazmine Hughes resigned after rejecting newsroom policy by signing a public statement protesting Israeli actions. Jazmine Hughes, who joined the paper in 2015 and has won multiple national awards, was one of the most prominent names on a statement published last week by a group called Writers Against the War on Gaza.",https://www.facebook.com/100069351265250/posts/691845956470440
Palestine International Broadcast,2023-10-25 03:00:09 EDT,19,"""A year goes by, and another comes, and everything in you worsens, my homeland."" Gaza bleeds under Israeli Bombs. #GazaNation #GazaGenocide #ShareThisPost #palestinelivesmatter",https://www.facebook.com/100069351265250/posts/650462623942107
PBI Story,2023-12-14 10:01:00 EST,25,"A boy carries the body of a child amid of the floods that submerge the streets in Jabalia refugee camp, north of Gaza. #GazaGenocide #muslim #IsraeliNewNazism #PALESTINELIVESMATTER #video #explore #Palestine #news #CeaseFireNow #ShareThisPost #GazaCrisis #life #doctorswithoutborders #ChildrenLivesMatter",https://www.facebook.com/100075796227281/posts/367352485801289
Palestine International Broadcast,2023-12-15 00:30:15 EST,18,"Al Jazeera reports that over 100 staff members from the US Department of Homeland Security (DHS) signed an open letter to Secretary Alejandro Mayorkas denouncing the department’s handling of the war in Gaza. The letter expresses frustration with the “palpable, glaring absence in the Department’s messaging” of “recognition, support, and mourning” for the more than 18,000 Palestinians killed in Gaza since the start of the war on October 7. #us #GazaGenocide #GazaGenocide #palestinelivesmatter",https://www.facebook.com/100069351265250/posts/678662111122158
Rassegna internazionale della Palestina,2023-11-10 11:00:11 EST,22,Quanto è stato pesante per le sue orecchie! Suo fratello è stato ucciso dalle forze israeliane a Gaza mentre prestava soccorso ai feriti in ospedale. #GazaUnderAttack #Gaza #kids #Breaking #SharePost #trendingreels2023 #ShareThisPost #GazaGenocide #November #LikeFollowShare #GazaWarCrimes #november2023 #usa #Canada #GazaWar #share,https://www.facebook.com/100084470062180/posts/309386975220302
Rassegna internazionale della Palestina,2023-11-01 16:30:21 EDT,14,"Il premier israeliano: La Bibbia dice: ""C'è un tempo per la pace e un tempo per la guerra"""", ha detto. ""Questo è un tempo per la guerra"". È una guerra religiosa quella che Israele dichiara a Gaza? #PalestinianLivesMatter #GazaGenocide #Gaza_is_under_bombardment #Gaza_is_under_bombardment #italian #Gaza #GazaWar #GazaNation #october",https://www.facebook.com/100084470062180/posts/305030488989284
PBI Story,2024-03-21 04:04:47 EDT,21,"A few weeks ago, Palestinian designer Haya Meqbil went to check on her design office and house, only to find them heavily damaged. Yesterday's overnight Israeli airstrikes killed Haya and over 15 of her family members. 🇵🇸💔 #palestine #freepalestine #ceasefire #gazagenocide #ICJ #ICJRULING Gaza",https://www.facebook.com/100075796227281/posts/422843656918838
Palestine International Broadcast,2023-10-23 04:45:03 EDT,16,"World Health Organisation: ""Fuel must be brought into Gaza in order to reach hospitals"". #WHO #worldhealthorganization #Palestineفلسطين #GazaGenocide",https://www.facebook.com/100069351265250/posts/649139814074388
Women For Palestine,2024-05-13 05:38:07 EDT,5,A graduate of the Columbia University School of Social Work rips up her diploma on stage in protest of the university's investments in arms companies complicit in the ongoing genocide in Gaza.,https://www.facebook.com/100063723573456/posts/974940517973392
Rassegna internazionale della Palestina,2023-12-12 16:00:41 EST,28,"Gli Stati Uniti ""fanno domande"" sull'uso del fosforo bianco da parte di Israele, dice la Casa Bianca. Il portavoce del Consiglio di Sicurezza Nazionale ha dichiarato che l'amministrazione Biden è ""preoccupata"" per le notizie secondo cui Israele potrebbe aver fatto un uso improprio di queste armi controverse. #Palestinian #gazaunderattack #GazaGenocide #GazaUnderAttack #december #explore #Gaza #likeforshare #FreePalestine",https://www.facebook.com/100084470062180/posts/326503253508674
Rassegna internazionale della Palestina,2023-11-01 15:00:16 EDT,28,"Un padre palestinese si riunisce con i suoi figli dopo essere sopravvissuto ai missili israeliani che hanno preso di mira la loro casa nella città meridionale di Khan Younis, a Gaza. #PalestinianLivesMatter #GazaGenocide #Gaza_is_under_bombardment #gaza_under_attack_now #GazaNation #FreePalestine #Gaza #GazaPalestine #GazaWar #GazaUnderAttack #family",https://www.facebook.com/100084470062180/posts/305028452322821
WAFA- Agence de presse palestinienne,2024-03-12 10:00:15 EDT,18,"Un Palestinien se souvient du Ramadan de l'année dernière et le contraste avec le Ramadan actuel, passé avec son fils dans une tente après avoir été déplacé par la guerre israélienne à Gaza. #Cease_fire_In_Gaza_Now #GazaGenocide #palestine #Gaza",https://www.facebook.com/100063488323012/posts/923556686437267
WAFA- Agence de presse palestinienne,2023-12-21 14:28:24 EST,30,Le coucher de soleil ce soir dans la ville de Gaza #GazaGenocide #ceasefireInGazaNOW #STOPtheGENOCIDE #FreePestine #CeaseFireNow #Palestine #Gaza #GazaMassacre,https://www.facebook.com/100063488323012/posts/867486135377656
WAFA News Agency - English,2023-11-13 04:16:01 EST,27,Funerals in Khan Yunis in southern #Gaza. The area Israel calls a safe zone. #GazaGenocide #Palestine,https://www.facebook.com/100063135914502/posts/664946408953217
Palestine International Broadcast,2024-04-13 06:15:05 EDT,38,"Police interrupt ""Palestine Congress"": Freedom of expression restricted in Berlin? The ""Palestine Congress"" was unexpectedly interrupted by the Berlin authorities today, just one hour after it began. The police intervened for reasons that initially remained unclear. It is believed that Salman Abu Sitta's speech, in which he compared the situation in Gaza to the Holocaust and the genocide in Rwanda, was the reason for the measure. This incident raises serious questions about freedom of expression in Berlin. Should a critical discussion about the situation in Palestine be suppressed? Should analogies between current conflicts and historical tragedies be taboo? Restricting freedom of expression in this way leaves room for speculation about the authorities' actual intentions. Berlin, a city once known for its liberal attitude and spirit of openness, now seems to be in the grip of restrictions. This incident will undoubtedly trigger further discussions about the limits of freedom of expression and the role of the authorities in regulating public events. It remains to be seen how the authorities will react to the criticism and whether the ""Palestine Congress"" will be allowed to continue at a later date. Until then, the debate about freedom of expression in Berlin and beyond will continue.",https://www.facebook.com/100069351265250/posts/748384680816567
Palestine International Broadcast,2024-04-08 10:30:05 EDT,13,"""Bikers March was organized in Support of Gaza in Greece, advocating for increased pressure on the Zionist regime to halt the genocide against Palestinians in Gaza.",https://www.facebook.com/100069351265250/posts/745539304434438
Palestine International Broadcast,2024-01-02 00:30:08 EST,24,"Palestinians mark the New Year in Ramallah with a massive rally against Israeli genocide Thousands of Palestinians marked the New Year with a massive rally that took place in the center of the city of Ramallah in solidary with the Gaza Strip and demanding an end to the Israeli war of genocide against the Gaza Strip in its 89th consecutive day that claimed the lives of tens of thousands of Palestinians, mainly children and women.",https://www.facebook.com/100069351265250/posts/689330160055353
Palestine International Broadcast,2023-11-09 15:45:09 EST,25,Targeting journalists doubles the crime! The Palestinian journalist Saeed Al-Majdalawi was injured during an Israeli airstrike that targeted a house in Rafah-Gaza. #Gazabombing #GazaCrisis #GazaGenocide #ceasefireInGazaNOW #palestinelivesmatter,https://www.facebook.com/100069351265250/posts/659256896396013
Palestine International Broadcast,2023-08-07 07:00:03 EDT,18,"It is a genocide. Israel has committed crimes against the Palestinian people in every way that's possible. A year ago the Israeli regime launched a three-day aggression against Gaza Strip, killing 49 Palestinians including 6 children and 4 women and injured hundreds. This is a simple example of the systematic genocide of the Palestinian people that Israel is trying to achieve.",https://www.facebook.com/100069351265250/posts/605402941781409
PBI Story,2024-03-12 16:00:29 EDT,30,Palestinian #children in northern #Gaza collect what fell from dropped humanitarian aid. #Ramadan #muslim #genocide,https://www.facebook.com/100075796227281/posts/418542587348945
Rassegna internazionale della Palestina,2023-11-12 05:00:44 EST,40,"“La presidente del Consiglio venga in quest’Aula a spiegare una delle pagine più indecorose di questo Paese: l’astensione dell’ambasciatore italiano all’Assemblea generale Onu sulla risoluzione per il cessate il fuoco a Gaza. È stata una delle pagine più indecorose e vergognose della nostra storia, frutto di una mancanza di dibattito nel nostro Paese e nelle aule parlamentari”. Così il deputato Riccardo Ricciardi, vice presidente del Movimento 5 stelle, intervenendo alla Camera. #share #shareforshare #gaza_under_attack_now #ShareThisPost #Gaza #Gaza_is_under_bombardment #november2023 #palestinian #LikeFollowShare #GazaGenocide #GazaUnderAttack #GazaWar #trendingnow #GazaWarCrimes #November2023 #November #gazaunderattack #SharePost",https://www.facebook.com/100084470062180/posts/310078501817816
WAFA- Agence de presse palestinienne,2023-10-23 05:53:16 EDT,34,"De l'Irlande à l'Écosse, le Royaume-Uni, l'Allemagne, l'Italie, l'Espagne, la France, la Pologne, la Roumanie, la Bosnie, la Belgique, l'Australie, le Canada, les États-Unis, l'Autriche, la Corée du Sud, la Suède, le Brésil, le Mexique, et au-delà, le monde se lève pour la Palestine. #Palestine #Gaza #GazaUnderAttack #GazaGenocide",https://www.facebook.com/100063488323012/posts/828205122639091
WAFA News Agency - English,2023-10-20 09:05:58 EDT,34,"""We've been watching your channels...Where our voices!"" A woman at the Rafah crossing on the Egypt-Palestine border confronts a western journalist in protest of the pro-Israel coverage on #Gaza by the mainstream Western media. #PalestinianGenocide #Gaza #GazaUnderAttack",https://www.facebook.com/100063135914502/posts/653278810119977
Palestine International Broadcast,2024-02-28 08:30:10 EST,30,American Defense Department Check if there are Aeron Shubnell-Like Minded Soldiers Who are Affected by the Israeli War on Gaza. #Bushnell Set himeself on Fire in Protest of Israel's Genocide against Gaza.,https://www.facebook.com/100069351265250/posts/722729380048764
Palestine International Broadcast,2023-11-10 06:21:46 EST,35,100 thousand Gaza citizens with chronic diseases have no access to healthcare services since the start of the Israeli war on Gaza. #chronicpain #GazaGenocide #ceasefireInGazaNOW #palestinelivesmatter,https://www.facebook.com/100069351265250/posts/659565876365115
Palestine Online,2023-10-19 15:04:43 EDT,22,Human flood in Algeria; In support of #Gaza and condemning Israel’s genocide.,https://www.facebook.com/100063910471768/posts/761626792644330
Palestine International Broadcast,2024-05-21 15:30:33 EDT,19,USA Defense of Israel's Genocide against Gaza is Evidence of its Complicity.,https://www.facebook.com/100069351265250/posts/772062801782088
Rassegna internazionale della Palestina,2023-11-12 14:00:53 EST,18,"Ora, a Sarajevo, la capitale bosniaca, la gente si mobilita per la Palestina. Centinaia di persone innalzano la bandiera palestinese e chiedono giustizia per Gaza! #ShareThisPost #november2023 #November #LikeFollowShare #trendingnow #palestinian #GazaUnderAttack #GazaGenocide #Gaza #gaza_under_attack_now #Gaza_is_under_bombardment #November2023 #SharePost #trendingreels2023",https://www.facebook.com/100084470062180/posts/310721021753564
Rassegna internazionale della Palestina,2023-11-03 10:00:41 EDT,36,"Decine di ebrei britannici hanno organizzato questa mattina un sit-in all'interno di una delle più grandi stazioni ferroviarie di Londra, St Pancras, per chiedere la fine del genocidio dei palestinesi a #Gaza. #explorereels #exploretocreate #GazaGenocide #usareels #Gaza_is_under_bombardment #explorepage #explorepost #gaza_under_attack_now #ExploreMore #news #NewsUpdate #newsupdate #newskills #newseason",https://www.facebook.com/100084470062180/posts/305896628902670
PBI Story,2023-10-26 08:00:02 EDT,41,The Israeli occupiers bomb the home of the family of Mabhouh in the Braij refugee camp in Gaza. #GazaGenocide #trendingreels #trendingreelsvideo #gazaunderattacks #GazaNation #shareresep #ShareThisPost #arab #hospitality #hospital,https://www.facebook.com/100075796227281/posts/341040201765851
Palestine Online,2023-10-20 11:38:38 EDT,21,SAVE CHILDREN IN GAZA! #Gaza_Genocide,https://www.facebook.com/100063910471768/posts/762107989262877
Palestine International Broadcast,2024-02-23 16:30:04 EST,20,"Julia Youssef Tayeh, 4 years old, is one of the countless victims of the ongoing Israeli genocide in Gaza.",https://www.facebook.com/100069351265250/posts/720197123635323
PBI Story,2024-04-08 08:00:09 EDT,32,All of these family members have suffered burns as a result of being bombed with U.S.-manufactured bombs in Gaza. #Gaza #GazaGenocide #genocide #ceasefire #gazagenocide,https://www.facebook.com/100075796227281/posts/433108482559022
WAFA News Agency - English,2023-10-18 03:43:27 EDT,50,"PHOTOS: In brutal massacre: Hundreds of #Palestinians were killed, and others injured in Israeli airstrike against al-Ahli Arab hospital in #Gaza. Credit: AFP #GazaAttack #PalestineGenocide #Gaza_Genocide #Netanyahu_A_criminal_of_war #مستشفى_المعمداني",https://www.facebook.com/100063135914502/posts/652047540243104
Palestine International Broadcast,2024-03-20 10:30:06 EDT,33,"Smoke billows after an Israeli attack on a house in Khan Younis, southern Gaza Israel rejects all international calls for stopping its genocide against the Palestinian citiznes of Gaza, upsurging its air strikes on the civilian Palestinians in the different parts of the Gaza Strip, including the humanitarian aid distribution points. Last Night, Israel targetd the Palestinian aid committees at Kuwaiti Roundabout, killing 20 people and injuring many others.",https://www.facebook.com/100069351265250/posts/734293478892354
Palestine International Broadcast,2024-02-28 08:30:39 EST,19,The impact of Biden's support for Israel's genocide against Gaza on his electoral campaign.,https://www.facebook.com/100069351265250/posts/722729693382066
Palestine International Broadcast,2024-02-28 09:01:21 EST,34,Biden's complicity in Gaza genocide,https://www.facebook.com/100069351265250/posts/722439580077744
Palestine International Broadcast,2023-10-23 18:30:02 EDT,26,Bodies of Gaza Children and Women are under the Rubble of the Houses Israel Destroyed #gazaunderattack #Gaza_is_under_bombardment #GazaGenocide #trendingreelsvideo #GazaNation #trendingreels #SharePost #gazanation #GazaPalestine #Palestinians,https://www.facebook.com/100069351265250/posts/649432397378463
Palestine Defense Forces,2024-06-16 14:47:17 EDT,28,"Palestinian children joyfully perform the Palestinian dahiyya dance in displacement camps, celebrating the first days of Eid amidst the ongoing genocide in Gaza.✌🏻🇵🇸",https://www.facebook.com/100044272702094/posts/1004373504381730
PBI Story,2024-03-11 04:00:53 EDT,38,Palestinian children waiting to get food that was being distributed by a charity organization in Gaza. #Gaza #Ramadan #genocide #trendingreels #GazaWar,https://www.facebook.com/100075796227281/posts/417534840783053
Palestine International Broadcast,2024-04-16 07:55:42 EDT,18,"Taksim Square, Istanbul, display and informatics regarding Gaza Genocide",https://www.facebook.com/100069351265250/posts/750218600633175
Palestine International Broadcast,2023-12-28 14:30:05 EST,32,"Solidarity with Gaza ""Eighty Italian cartoon characters turn their backs in solidarity, echoing the stance of Naji Al-Ali, (Handala) demanding an immediate halt to Israeli genocide in Gaza. The poster was published in the magazines Arbatach and Bayyna 21. Thank you, Italy. #Gaza""",https://www.facebook.com/100069351265250/posts/686792016975834
Palestine International Broadcast,2023-12-20 17:30:04 EST,39,"Israeli Expansion of Genocide against Gaza. Israeli occupation Minister of War stated that his zionist regime is going to expand the genocidal campaign to include every part of Gaza. His statement was issued after his meeting with American Secretary of Defense, Austin, who pledged full American support to the zionist regime.",https://www.facebook.com/100069351265250/posts/682078970780472
Rassegna internazionale della Palestina,2023-10-26 01:00:53 EDT,50,Gaza mostra al mondo quanto sia povero della sua umanità!!!! #GazaGenocide #Gaza_is_under_bombardment #GazaPalestine #Palestina #SharePost #gazanation #Palestinians #GazaNation #gazaunderattack #journalism #AlJazira,https://www.facebook.com/100084470062180/posts/301429579349375
PBI Story,2024-02-19 01:00:30 EST,35,"""We grind animal food to eat it!"" A Palestinian woman describes the severe famine in the northern Gaza Strip as a result of the Israeli occupation's unrelenting siege on the Strip. #trendingreels #genocide #ShareThis #2024 #LikeFollowShare #ShareShareShare #GazaWar #FreePalestine #Gaza",https://www.facebook.com/100075796227281/posts/406177558585448
PBI Story,2023-10-28 16:00:10 EDT,46,Palestinians inspect the destruction inflicted by Israeli airstrikes last night in northern Gaza. #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar #Qatar,https://www.facebook.com/100075796227281/posts/342409048295633
PBI Story,2023-10-24 01:30:02 EDT,29,Gaza child was found in fallen building without her family. Many #children were orphaned as Israeli bombs don't miss their parents #trendingreels #trendingreelsvideo #kids #arab #SharePost #trendingmovie #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #christianity #ChristianLife #GazaNation #palestineforever #share,https://www.facebook.com/100075796227281/posts/340130038523534
Palestine International Broadcast,2024-07-04 14:35:42 EDT,39,"*""Hell on Earth"": Day 272 of Israeli Genocide on Gaza - Israeli Forces Kill Palestinians in Several Areas of the Gaza Strip* #share #ShareThisPost plz share",https://www.facebook.com/100069351265250/posts/798869569101411
Palestine International Broadcast,2024-06-13 07:30:11 EDT,28,"The Israeli occupation forces committed a massacre in the northern Gaza Strip's Jabalia refugee camp last November, bombing a residential complex. Euro-Med Human Rights Monitor conducted a months-long investigation into the massacre, revealing the use of US-made bombs with devastating power as part of the ongoing Israeli occupation and genocide against Palestinian civilians in Gaza since October 7, 2023.",https://www.facebook.com/100069351265250/posts/785620050426363
Palestine International Broadcast,2024-06-03 11:29:57 EDT,33,"On the 241st Day of Genocide: Israeli Bombardment Continues in Gaza, Over 36,000 Palestinians Killed, Millions Displaced, and Severe Humanitarian Crisis Unfolds #share plz share this post",https://www.facebook.com/100069351265250/posts/779694947685540
Palestine International Broadcast,2024-03-26 09:30:10 EDT,36,"UN deeply concerned about increasing rape cases by Israeli soldiers against Gazan women The UN Special Rapporteur on Violence against Women and Girls, Reem Al-Salem, expressed her concern about the increasing cases of rape committed by Israeli soldiers against Palestinian women in Gaza. Al-Salem explained in a post she made on X that ""it is abhorrent that such reports of sexual violence continue unabated - not to mention that this is but one of multiple forms of violence that Palestinian women are subjected to on the basis of being Palestinian and being women."" ""Rape and other forms of sexual violence can constitute war crimes, crimes against humanity or a constitutive act with respect to genocide! It must stop,"" she added.",https://www.facebook.com/100069351265250/posts/737781508543551
Palestine International Broadcast,2023-12-31 07:30:13 EST,24,Palestinians look at the destruction of a home after an Israeli strike in Rafah. Israel continues its Genocide Campaign in Gaza taking advantage of some Arab Governments reticent support and western governments announced support.,https://www.facebook.com/100069351265250/posts/688272280161141
Rassegna internazionale della Palestina,2023-10-23 16:55:23 EDT,34,"Le grida di Gaza non sono ascoltate né dai governi occidentali né da quelli orientali. Sono lasciate come una preda in bocca ai criminali militari israeliani. Tuttavia, saranno loro stessi a scrivere la storia. #GazaAttack #GazaGenocide #Gaza_is_under_bombardment #gaza_under_attack_now #qatar #qatarinstagram #qatarlife #GazaUnderAttack #saudiarabia #saudavel #saudi #saúde #share #SharePost #sharefood",https://www.facebook.com/100084470062180/posts/299917649500568
PBI Story,2024-03-25 18:42:28 EDT,27,Jordan witnessed a massive rally for Gaza last night. #GazaWar #genocide #ICJ #Gazaunderattack #Gaza,https://www.facebook.com/100075796227281/posts/425918263278044
Palestine Online,2023-12-19 11:37:37 EST,97,The Israeli thirst for the blood of Palestinian children remains unquenched. #Rafah southern #Gaza #Gazagenocide,https://www.facebook.com/100063910471768/posts/797881882352154
Palestine Online,2023-10-26 05:35:01 EDT,16,"The Libyan House of Representatives demands that the ambassadors of Britain, the United States, France, and Italy leave Libyan territory immediately, for supporting Israeli genocides in Gaza.",https://www.facebook.com/100063910471768/posts/765667648906911
WAFA News Agency - English,2024-01-14 03:41:19 EST,26,"Tens of thousands of protesters rally in Washington DC marking 100 days of nonstop Israeli genocide in Gaza, demanding an immediate ceasefire. #StopGazaGenocide",https://www.facebook.com/100063135914502/posts/696680372446487
WAFA News Agency - English,2023-10-17 12:58:12 EDT,55,"Watch: Hundreds of people, including children and women, were injured during the non-stop Israeli airstrikes in Rafah city in Gaza city. Credit: Mahmoud Bassam #Gazagenocide #PalestineGenocide #FreePalestine #Palestine #Israel #GazaAttack",https://www.facebook.com/100063135914502/posts/651725426941982
Palestine International Broadcast,2024-05-19 03:15:04 EDT,22,"Gaza has Experience with Resurrection Gaza's steadfastness \ Sumud, exemplifies the resilience and determination of its people amidst ongoing Israeli genocide campaign. Despite facing genocide, severe economic collapse, and a blockade that has significantly blocked mobility, the residents of Gaza continue to demonstrate remarkable fortitude. Their unwavering spirit is evident in their daily lives, as they maintain communities, and strive for a semblance of normalcy under extraordinarily difficult conditions.",https://www.facebook.com/100069351265250/posts/770388268616208
Palestine International Broadcast,2024-03-05 01:01:41 EST,19,Israeli Genocide in Gaza and the Stance of the United States,https://www.facebook.com/100069351265250/posts/725655533089482
Palestine International Broadcast,2024-02-07 08:15:01 EST,37,7-year-old Sham Mohammad Halasa is one of the countless victims of the ongoing Israeli genocide campaign in Gaza.,https://www.facebook.com/100069351265250/posts/710712097917159
Palestine International Broadcast,2023-12-07 09:30:06 EST,21,"Moving around using carts is the new transportation method in Gaza due to the lack of fuel. In case of an emergency, transportation becomes a nightmare! #GazaGenocide #GazaCrisis #palestinelivesmatter #ChildrenLivesMatter #IsraeliNewNazism",https://www.facebook.com/100069351265250/posts/674436518211384
Palestine International Broadcast,2023-10-24 17:00:04 EDT,29,You can no longer recognize the sky of Gaza. It turned into a mass of dust and smoke! #GazaGenocide #gazaunderattacks #GazaNation #UnitedNations #ShareThisPost #trendingreelsvideo,https://www.facebook.com/100069351265250/posts/650183463970023
Palestine Online,2024-05-29 07:59:12 EDT,19,"Turkish President Recep Tayyip Erdogan: ⭕ Israel is not only a danger to Palestine, but a danger to all of humanity and must be stopped immediately ⭕ What is the benefit of the United Nations if it cannot stop the genocide in Gaza, which has entered a new phase by targeting refugee camps? ⭕ In Gaza, not only children are dying, but also Western democracy and the rights of children and women are dying.",https://www.facebook.com/100063910471768/posts/903039491836392
Palestine International Broadcast,2024-04-11 13:30:04 EDT,31,"Israeli Genocide against the Palestinians Goes on. At least 33,545 Palestinians have been killed and 76,094 injured in Israel‘s military genocide campaign against Gaza since Oct. 7.",https://www.facebook.com/100069351265250/posts/747411547580547
PBI Story,2024-04-08 16:00:50 EDT,36,"Finnish people hold children’s shrouds stained with blood to protest the indiscriminate murder of Palestinian children at the hands of Israeli apartheid troops in Gaza, during a solidarity rally for Palestine in Helsinki. #GazaGenocide #Gaza #gazagenocide #GazaWar #genocide",https://www.facebook.com/100075796227281/posts/433679452501925
Palestine International Broadcast,2024-02-28 09:15:07 EST,21,"Venezuela’s Maduro Recognizes Aaron Bushnell Sacrifice, Calls For Stop to Gaza Genocide “We call on the conscience of the entire world to stop this genocide. How can it be that we have to see someone, a soldier, a young man, immolate himself in order to denounce something as horrific as genocide,” said Maduro during his weekly television program on Monday.",https://www.facebook.com/100069351265250/posts/722749843380051
Palestine International Broadcast,2024-02-15 09:48:17 EST,26,The Daily Mail reports that the son of Israel's Benjamin Netanyahu has been spotted at a luxury Florida condo complex as his father continues to call upon a record number of reservists from all over the world to be involved in a genocide in Gaza.,https://www.facebook.com/100069351265250/posts/715634464091589
Women For Palestine,2023-11-15 12:17:07 EST,11,"Poll: Only 27% of Americans between 18 and 34 years old believe Israel's propaganda, which claims the genocide in #Gaza is a justified response to the resi.stance's operation on October 7.",https://www.facebook.com/100063723573456/posts/842802007853911
PBI Story,2024-03-14 10:04:57 EDT,22,Israel's army targets Jabalia in northern Gaza with smoke bombs. #GazaWar #Gaza #Gaza #Palestinians #genocide,https://www.facebook.com/100075796227281/posts/419101660626371
Palestine International Broadcast,2024-03-06 06:15:04 EST,35,"The Democracy America and Britain are Proud of Legislation passed by the Israeli Knesset since the Gaza genocide began and extended for three months in January, allows the security services to hold detainees for 180 days without providing access to a lawyer.",https://www.facebook.com/100069351265250/posts/726507903004245
Palestine International Broadcast,2024-02-24 01:30:06 EST,28,A massive demonstration is taking place in front of the US Embassy in Jordan to protest against the American support for Israel’s genocide in the Gaza Strip.,https://www.facebook.com/100069351265250/posts/720385096949859
Palestine International Broadcast,2023-12-28 03:30:04 EST,32,"It's the 80nd day of the Israeli genocide in Gaza. There are over 20 thousand casualties, at least 54 thousand injuries, and more than 1,8 million displaced Palestinians in Gaza.",https://www.facebook.com/100069351265250/posts/686503420338027
Women For Palestine,2024-02-19 07:20:25 EST,18,"""What's happening in Gaza isn't a war, it's a genocide,"" said the Brazilian president, Lula da Silva.",https://www.facebook.com/100063723573456/posts/913758604091584
Rassegna internazionale della Palestina,2023-12-18 05:00:26 EST,24,"Nonostante le restrizioni imposte in Germania, molti protestano a sostegno di Gaza a Berlino. #Gaza_is_under_bombardment #GazaGenocide #GazaGenocidio #IsraeleNuovoNazismo #gazaunderattack #ShareThisPost #trendingnow #GazaWar #life #SharePost #GazaUnderAttack #GazaPalestine",https://www.facebook.com/100084470062180/posts/330052999820366
WAFA- Agence de presse palestinienne,2023-12-30 04:00:42 EST,37,Les adieux du journaliste Jaber Abu Hadrous qui a été tué avec des membres de sa famille hier soir lors des frappes aériennes israéliennes. #GazaGenocide #gazagénocide #gaza_génocide #Bombardements #CeaseFireNow #CeaseFireNow #Palestine #Gaza #BoycottIsrael #PalestineLibre,https://www.facebook.com/100063488323012/posts/873318244794445
WAFA News Agency - English,2023-10-27 13:04:23 EDT,78,"Gaza is burning! Despite blocking internet and electricity, Israeli warplanes are bombing Gaza now. #Gaza_Genocide #فلسطين_الان #Gaza #Palestine #GazaUnderAttack #Gazagenocide #Gaza_under_attack",https://www.facebook.com/100063135914502/posts/656973096417215
WAFA News Agency - English,2023-10-20 10:04:15 EDT,45,"""Where is my mom."" A child is shaking and asking about his mother after being injured in an Israeli airstrike in Gaza. #PalestinianGenocide #Gaza #GazaUnderAttack #مستشفى_المعمداني #GazaHospital #GazaAttack",https://www.facebook.com/100063135914502/posts/653306843450507
Palestine International Broadcast,2024-03-17 12:30:03 EDT,19,"A demonstration in solidarity with Gaza and denouncing the Israeli genocide in Helsinki, Finland.",https://www.facebook.com/100069351265250/posts/732693855718983
WAFA News Agency - English,2024-06-29 11:04:05 EDT,30,"""What was her fault to be killed?"" A bereaved Palestinian father mourns his little daughter, Ayloul, killed by Israeli occupation forces this morning in Gaza. #GazaUnderAttack #GazaGenocide",https://www.facebook.com/100063135914502/posts/788590283255495
Palestine International Broadcast,2023-10-23 20:30:01 EDT,27,How Many Bodies I'm Going to Pull out of the Rubble?? I have No Equipment As Israel Destroyed Everything We had!!! We are in Gaza Now! #trendingreelsvideo #GazaGenocide #GazaPalestine #Gaza_is_under_bombardment #gazanation #Palestinians #gazaunderattack #trendingreels #SharePost #GazaNation,https://www.facebook.com/100069351265250/posts/649435804044789
Rassegna internazionale della Palestina,2023-12-19 03:00:14 EST,27,Un bambino riceve cure mediche dopo essere stato salvato dalle macerie della sua casa distrutta nella Striscia di Gaza. #GazaPalestine #IsraeleNuovoNazismo #GazaGenocidio #GazaUnderAttack #palestinelivesmatter #GazaGenocide #GazaWar #trendingnow #Gaza_is_under_bombardment,https://www.facebook.com/100084470062180/posts/330602616432071
