Page Name,Post Created,Shares,Message,URL
AJ+,2024-04-13 08:08:26 EDT,132,"“There is no point in recognizing the state of Palestine if we do not stop Netanyahu, if we do not prevent a genocide.” Spanish politician Ione Belarra calls out Spain’s inaction on Gaza.",https://www.facebook.com/100064529598989/posts/820955100065469
CNN,2024-01-26 22:16:22 EST,57,"The UN’s top court ordered Israel to prevent genocide against Palestinians in Gaza, but stopped short of calling for Israel to suspend its military campaign in the war-torn enclave, as South Africa had requested. https://cnn.it/3OlmnPw:=:https://www.cnn.com/2024/01/26/middleeast/israel-genocide-case-icj-hague-ruling-south-africa-intl/index.html",https://www.facebook.com/100059479812265/posts/768666455126008
NEWSMAX,2024-04-10 02:00:04 EDT,40,Defense Secretary Lloyd Austin said there was no evidence Israel has committed genocide against Palestinians during the Hamas war in Gaza. MORE: https://bit.ly/49tzwO7:=:https://www.newsmax.com/us/defense-secretary-lloyd-austin/2024/04/09/id/1160314/,https://www.facebook.com/100064878334770/posts/840449208127683
Dan Crenshaw,2024-05-19 14:39:36 EDT,206,"I’ve been yelled at by countless people over the last few months demanding that I stop supporting the “genocide” against Gaza. I can’t express how exhausting it is to be in modern politics, constantly indundated by shallow talking points and half-baked analysis of literally anything. Our national discussions have become 4th grade level reality TV instead of the serious and nuanced debate of complex issues that our people deserve. In this case, I only see one side who would commit true genocide if they could. Hamas. And who supports Hamas? A large portion of Gazans and Palestinians generally. This is one of many genocidal clauses found in the Hamas official charter: “The Day of Judgment will not come about until Moslems fight Jews and kill them. Then, the Jews will hide behind rocks and trees, and the rocks and trees will cry out: 'O Moslem, there is a Jew hiding behind me, come and kill him.’” (Article 7). My heart breaks for innocent children raised in Gaza by monsters who have created a war and used them as shields for their “jihad.” It’s horrible and disgusting. But there is no question as to where the fault lies: with Hamas and their many, many supporters.",https://www.facebook.com/100044219929935/posts/1019922252825096
AJ+,2024-05-24 09:50:47 EDT,254,"The International Court of Justice (ICJ) has ordered Israel to immediately halt its offensive on Rafah, where its attacks have displaced or trapped over 900,000 Palestinians. It also reaffirmed its previous measures that Israel must take to prevent genocide in Gaza. ⁣ ⁣ The new measures were requested by South Africa, which has put Israel on trial for genocide in Gaza. South Africa says the court’s previous provisional measures demanding Israel take steps to protect Palestinians from genocide – including allowing more aid, preventing incitement of genocide and preventing mass killing – were “not effective.” ⁣ ⁣ Since that ruling, Israel has launched a ground offensive on Rafah and closed the city’s crossing with Egypt, effectively blocking aid from entering. Over 900,000 Palestinians have been displaced in two weeks. In northern Gaza, the UN says Palestinians are already in full-blown famine. ⁣ ⁣ Arguing for new measures, lawyers for South Africa said the Israeli offensive on Rafah – where about half of Gaza’s population was forcibly displaced to – is “the last step in the destruction of Gaza and its Palestinian people.” ⁣ ⁣ Israel’s attacks in Gaza have killed over 35,700 Palestinians since October, including more than 15,000 children. ⁣ ⁣ Israel has repeatedly denied accusations of genocide and said “no power on Earth” would stop its attacks on Gaza. In March, Israel ignored a UN Security Council vote demanding an immediate ceasefire during the last two weeks of Ramadan. ⁣",https://www.facebook.com/100064529598989/posts/847679394059706
Bill O'Reilly,2023-11-30 19:01:09 EST,29,I'm scrutinizing the widespread accusations that Israel is guilty of 'genocide' and 'ethnic cleansing' in Gaza.,https://www.facebook.com/100044608321567/posts/896279248535678
AJ+,2024-05-30 16:47:58 EDT,282,"The world turned its eyes to the city of Rafah in southern Gaza after Israeli strikes on tents burned Palestinians alive. On May 26, displaced Palestinians who were sheltering in their tents in an area designated by Israel awoke to scenes of terror. Israeli bombardment started fires that ripped through their tents and trapped Palestinians under the flames with no escape. The attack killed at least 45 people, including children, and injured more than 200 others. Devastating scenes shocked the world and images of the charred bodies of Palestinians and the body of a decapitated Palestinian child turned attention back to Gaza, with #AllEyesOnRafah. Investigations by CNN and The New York Times have found that Israel dropped U.S.-made bombs on Palestinians in the May 26 attack. Despite orders from the International Court of Justice to stop its invasion and attacks on Rafah, Israeli tanks rolled further into the center of the city. On May 28, displaced Palestinians faced another deadly Israeli attack on a different tent camp. At least 21 Palestinians were killed in the Israeli attack on the Israel-designated “safe zone.” After invading Rafah in May, Israeli forces shut down the city’s border crossing with Egypt where vital humanitarian aid entered Gaza. Israeli attacks have collapsed Gaza’s hospitals and healthcare system, and Palestinians are trapped, with nowhere else to go. In response to the Rafah tent attacks, thousands of people around the world took to the streets once again to demand their governments cut ties with Israel amid the genocide in Gaza. Here’s a list of some people to follow for updates on what’s happening inside Gaza.",https://www.facebook.com/100064529598989/posts/851636353664010
AJ+,2024-04-28 22:07:13 EDT,276,"Pro-Palestinian college students across the U.S. have become the center of media attention, but they want people to remember what they’re protesting: Israel’s genocide in Gaza.",https://www.facebook.com/100064529598989/posts/829623809198598
AJ+,2024-03-04 18:10:57 EST,187,"Nicaragua is taking Germany to the International Court of Justice for its involvement in Israel’s genocide in Gaza. Germany is one of the largest arms exporters to the Israeli military and suspended its funding to the UN Relief and Works Agency, for Palestinian refugees, amid Israel’s war on Gaza. In its filing, Nicaragua stated that Germany is violating international law, citing the 1948 Genocide Convention. The Genocide Convention was adopted three years after WWII, as a response to atrocities like the Holocaust.",https://www.facebook.com/100064529598989/posts/796878549139791
AJ+,2024-05-27 18:20:28 EDT,207,"Thousands of students have been arrested around the world for protesting Israel’s genocide in Gaza. Following the legacies of previous anti-war and anti-apartheid student movements, students globally have been calling for their schools to boycott Israel. ⁣ ⁣ Some have successfully negotiated with their universities to divest from Israel. Here’s a list of schools that have reached agreements with student protesters. ⁣",https://www.facebook.com/100064529598989/posts/849736730520639
ABC News,2024-03-29 15:02:10 EDT,44,"Former Pres. Obama and Clinton joined Pres. Biden for a star-studded fundraiser on Thursday in New York City, which raked in over $26 million for Biden's re-election, his campaign said. But protesters angry with Pres. Biden's handling of Gaza amid the Israel-Hamas war heckled Biden supporters outside of the star-studded event. The three presidents' armchair conversation also saw at least six interruptions from pro-Palestine protesters, with most urging a cease-fire in Gaza and accusing his administration of aiding genocide. https://abcnews.visitlink.me/3V9ble:=:https://abcnews.go.com/Politics/biden-fundraiser-obama-clinton-sees-jokes-protests-war/story?id=108640851",https://www.facebook.com/100059306690876/posts/814519037201645
AJ+,2024-02-08 13:04:01 EST,231,"Thousands of Jewish Americans risked arrest by blocking Pres. Joe Biden’s motorcade in New York City in support of a ceasefire in Gaza. ⁣ ⁣ Joe Biden has been nicknamed “Genocide Joe” for his unwavering support of Israel by offering unrestricted access to U.S. weapons. ⁣ ⁣ Since Oct. 7, at least 27,800 Palestinians have been killed in Israel’s war on Gaza. ⁣",https://www.facebook.com/100064529598989/posts/781723720655274
ABC News,2024-04-29 16:19:04 EDT,50,"LATEST: Israeli leaders have expressed concern over possible arrest warrants that may be issued by the International Criminal Court. The warrants come against key officials, including Prime Minister Netanyahu, an Israeli official told ABC News. The ICC can charge individuals with war crimes, crimes against humanity and genocide under its powers. Read more on the Israel-Hamas conflict: ",https://www.facebook.com/100059306690876/posts/834045745248974
AJ+,2024-02-22 07:30:59 EST,191,Why can’t the World Court stop Israel’s genocide in Gaza?,https://www.facebook.com/100064529598989/posts/789997439827902
AJ+,2024-01-26 14:27:50 EST,267,The ICJ has ruled that Israel must cease any acts that may constitute genocide in Gaza. Here’s a real-time reaction by Palestinian human rights attorney Noura Erakat.,https://www.facebook.com/100064529598989/posts/773379988156314
Mondoweiss,2023-10-26 18:01:56 EDT,360,"This is a list of the 7,028 Palestinians killed thus far in Israel's bombardment on the Gaza Strip that began October 7th. US President Joe Biden and his administration are doing everything they can to cast doubt on the death toll being reported by the Palestinian Health Ministry. This was the ministry's response: the names, aged, and ID numbers of all the victims. So far. #StopTheGenocide #CeasefireNow #EndTheOccupation #Palestine #Gaza #CeasefireNOW #Israel #occupation #apartheid #colonization #settlements #WestBank #GazaStrip #IDF #IsraelDefenseForce #MiddleEast #HumanRights #InternationalLaw #arrests #violence #illegal #FreePalestine",https://www.facebook.com/100064062786653/posts/731448585667228
AJ+,2024-05-15 19:43:14 EDT,275,This 92-year-old Nakba survivor says the genocide in Gaza today is “history repeating itself.” Dawud Assad survived one of the Nakba’s deadliest massacres in Deir Yassin in April 1948.,https://www.facebook.com/100064529598989/posts/841920787968900
Reuters,2024-01-09 03:40:04 EST,30,Israeli President Isaac Herzog said that ‘there is nothing more atrocious and preposterous’ than a lawsuit filed in the International Court of Justice accusing Israel of genocide against Palestinians in its Gaza offensive ,https://www.facebook.com/100059422245844/posts/869846615006072
USA TODAY,2024-03-10 21:29:24 EDT,111,"Just about a block from the red carpet in Hollywood, protesters rallied for a Gaza cease-fire, waved Palestinian flags and blocked traffic near the Dolby Theatre, the site of the Academy Awards. “No red carpet during genocide,” read one sign among dozens speaking out about the Israel-Hamas war: https://www.usatoday.com/picture-gallery/news/nation/2024/03/10/protesters-rally-for-a-gaza-cease-fire-near-academy-awards/72926248007/ 📸: David Sprague",https://www.facebook.com/100053584873398/posts/939823864480434
Reuters,2024-02-19 09:28:08 EST,24,"Brazilian President Luiz Inacio Lula da Silva is not welcome in Israel until he takes back comments likening the war against Hamas militants in Gaza to the Nazi genocide during World War Two, the Israeli foreign minister said ",https://www.facebook.com/100059422245844/posts/897371085586958
BreakThrough News,2023-11-13 18:17:21 EST,207,"Texas organizers estimate that 50,000 people took part in a statewide action for Palestine, the largest since Israel's genocide in Gaza began.",https://www.facebook.com/100063750150699/posts/836227421845589
HuffPost,2024-03-23 19:40:18 EDT,29,"“If you want to know what an unfolding genocide looks like, open your eyes,” Ocasio-Cortez said in a speech on the House floor.",https://www.facebook.com/100059215554772/posts/799604695356708
AJ+,2024-03-09 16:23:07 EST,145,“I will not be eating blood dates.” Muslim TikTokers are calling for a boycott of Israeli dates during Ramadan amid Israel’s genocide in Gaza.,https://www.facebook.com/100064529598989/posts/799202715574041
AJ+,2024-04-23 10:13:13 EDT,273,"Is the U.S. controlled by Israel? Is President Joe Biden helplessly beholden to the whims of Benjamin Netanyahu? In this episode of Backspace, Sana Saeed breaks down the media coverage erasing the U.S. government and Joe Biden’s role in the Gaza genocide.",https://www.facebook.com/100064529598989/posts/827462852748027
The New York Times,2024-01-12 14:40:34 EST,37,"Watch as Israel, a state founded in the aftermath of a genocide against the Jewish people, defended itself against accusations of perpetrating genocide against the Palestinians in Gaza before the International Court of Justice on Friday. https://nyti.ms/3HgckXV:=:https://www.nytimes.com/live/2024/01/11/world/israel-hamas-houthi-yemen-news/israel-presents-its-defense-against-claims-of-genocide-in-gaza",https://www.facebook.com/100059174186752/posts/762319489083850
Breitbart,2024-05-12 20:29:43 EDT,73,"Michael Rapaport: ""The UN has halved the estimated number of women and children killed in Gaza, according to data published earlier this month. On May 6, the UN published data indicating 9,500 women and 14,500 children were killed in Gaza. Then, on May 8, the UN revised and dropped the numbers to 4,959 women and 7,797 children. The UN has admitted that it has not been able to independently verify casualty figures because the numbers come from HAMAS, aka the Ministry of Health. They suck & lie about everything. There’s NO GENOCIDE. Liars, all of you suggesting there’s a genocide, are irresponsible & inciting towards ISRAELIS, JEWS & ALL SUPPORTERS OF JEWS & ISRAEL!""",https://www.facebook.com/100059642974022/posts/852022040129221
Breitbart,2024-05-02 15:53:19 EDT,45,Colombian far-left President Gustavo Petro announced on Wednesday that he would cut diplomatic relations with Israel on Thursday over its “genocide” in Gaza.,https://www.facebook.com/100059642974022/posts/845825444082214
AJ+,2024-01-11 18:31:09 EST,264,"On the eve of the genocide hearing at The Hague, the Israeli army killed at least 147 Palestinians in Gaza.",https://www.facebook.com/100064529598989/posts/764040879090225
AJ+,2024-03-15 23:34:49 EDT,148,A new campaign called No Tax for Genocide wants to hold the British government accountable for its support of Israel’s war on Gaza – by mobilizing the masses to withhold their taxes.,https://www.facebook.com/100064529598989/posts/803115971849382
AJ+,2024-04-09 20:06:54 EDT,119,Nicaragua says that Germany is “directly profiting” from genocide in Gaza by supplying weapons to Israel.,https://www.facebook.com/100064529598989/posts/818991966928449
Democracy Now!,2023-11-10 11:42:01 EST,99,"Three Palestinian rights groups have filed a lawsuit with the ICC, urging it to investigate Israel for the crimes of genocide and apartheid.",https://www.facebook.com/100057759681078/posts/767509718517677
AJ+,2024-02-09 18:26:44 EST,130,Brown University students have led an 8-day hunger strike urging the university to divest from “genocide in Gaza.”,https://www.facebook.com/100064529598989/posts/782562147238098
AJ+,2024-02-18 21:23:38 EST,152,Why can’t the World Court stop Israel’s genocide in Gaza?,https://www.facebook.com/100064529598989/posts/786999723461007
New York Post,2024-03-05 09:36:44 EST,68,Protesters demanded that Ocasio-Cortez call Israel’s military actions in Gaza a “genocide.”,https://www.facebook.com/100059460163041/posts/813611747297490
AJ+,2023-12-31 06:03:34 EST,183,Some experts say genocide is unfolding in Gaza. Let's unpack what constitutes genocide and if Israel is guilty of it.,https://www.facebook.com/100064529598989/posts/756205473207099
Palestinian Youth Movement (PYM)- حركة الشباب الفلسطيني,2024-04-24 01:24:41 EDT,254,"It’s past midnight, and turnout of students and faculty has filled the entire plaza of Columbia University. Students are continuing to demand that Columbia disclose and divest from all its ties to Israel. An end to US complicity in the genocide of Gaza remains students’ focus, they insist, despite media attempts to divert attention to marginal issues like student safety or free speech. In the past hour, students have begun dividing themselves into group formations to block NYPD movement into the liberation encampment zone. This remarkable show of people power from students has caused the university administration to postpone their midnight deadline to make a decision on “alternative options” to clear out the encampment to 8:00 AM. Students have said they will not be moved, even as the sound of helicopters is heard overhead. Stay tuned for updates. 📸 Photo: @saramwahedi",https://www.facebook.com/100064479708447/posts/818825893610060
AJ+,2024-05-08 11:40:35 EDT,257,Israeli settlers are already renaming towns that they want to move to in Gaza. But settlements aren’t something the Israeli government is prioritizing as the Gaza genocide continues. +972 Magazine editor Amjad Iraqi explains:,https://www.facebook.com/100064529598989/posts/837180005109645
AJ+,2024-04-28 19:06:24 EDT,206,"Is the U.S. controlled by Israel? Is President Joe Biden helplessly beholden to the whims of Benjamin Netanyahu? In this episode of Backspace, Sana Saeed breaks down the media coverage erasing the U.S. government and Joe Biden’s role in the Gaza genocide.",https://www.facebook.com/100064529598989/posts/829623225865323
AJ+,2024-03-03 02:08:06 EST,117,Palestinian doctor Mousa al-Buhaisi served in Ukraine after Russia’s invasion and is currently saving lives in Gaza. He compares what he saw in Ukraine to the genocide in Gaza.,https://www.facebook.com/100064529598989/posts/795137662647213
The New York Times,2024-01-27 03:26:06 EST,41,"The International Court of Justice said on Friday that Israel must take action to prevent acts of genocide by its forces in the Gaza Strip. But the court did not rule on whether Israel was committing genocide, and it did not call on Israel to stop its military campaign Read more: https://nyti.ms/3u1lJ2O:=:https://www.nytimes.com/2024/01/26/world/middleeast/icj-israel-gaza-genocide.html",https://www.facebook.com/100059174186752/posts/770816684900797
AJ+,2024-01-27 14:14:48 EST,168,Palestinian journalist Bisan Owda responds to the ICJ ruling on whether Israel is committing genocide in the Gaza Strip and its decision to not order a ceasefire.,https://www.facebook.com/100064529598989/posts/773433914817588
AJ+,2024-03-23 11:08:38 EDT,126,A new campaign called No Tax for Genocide wants to hold the British government accountable for its support of Israel’s war on Gaza – by mobilizing the masses to withhold their taxes.,https://www.facebook.com/100064529598989/posts/807280378099608
NEWSMAX,2023-11-11 11:30:01 EST,46,"Anti-Israel rioters, calling for the destruction of the Jewish state and ""genocide of the Jews,"" forced the shut down of New York City's Grand Central Station on Friday night. ",https://www.facebook.com/100064878334770/posts/738730391632899
LaRouche Organization,2024-02-29 08:47:25 EST,161,"""I Won’t Remain Silent in the Face of Genocide"" Those who refuse to speak out against the murder of 1000s of children in Gaza by forces directed by Bibi Netanyahu are complicit in genocide, including leaders of governments in the TransAtlantic region. President Lula refuses to remain silent. What about you? Link to Feb. 28 dialogue with Helga Zepp-LaRouche: https://schillerinstitute.com/blog/2024/02/27/webcast-break-out-of-the-permanent-war-paradigm-with-the-larouche-solution/ Send your questions and comments to me at harleysch@gmailcom.",https://www.facebook.com/100069319654997/posts/716406630679986
Dan Crenshaw,2024-05-20 23:34:45 EDT,172,"REPOSTING THIS VIDEO BECAUSE COUNTLESS FOLLOWERS HAVE TOLD ME THEY TRIED TO REPOST IT AND INSTAGRAM BLOCKED IT AND TOOK IT DOWN. THESE ATROCITIES HAVE TO BE EXPOSED. I’ve been yelled at by countless people over the last few months demanding that I stop supporting the “genocide” against Gaza. I can’t express how exhausting it is to be in modern politics, constantly indundated by shallow talking points and half-baked analysis of literally anything. Our national discussions have become 4th grade level reality TV instead of the serious and nuanced debate of complex issues that our people deserve. In this case, I only see one side who would commit true genocide if they could. Hamas. And who supports Hamas? A large portion of Gazans and Palestinians generally. This is one of many genocidal clauses found in the Hamas official charter: “The Day of Judgment will not come about until Moslems fight Jews and kill them. Then, the Jews will hide behind rocks and trees, and the rocks and trees will cry out: 'O Moslem, there is a Jew hiding behind me, come and kill him.’” (Article 7). My heart breaks for innocent children raised in Gaza by monsters who have created a war and used them as shields for their “jihad.” It’s horrible and disgusting. But there is no question as to where the fault lies: with Hamas and their many, many supporters.",https://www.facebook.com/100044219929935/posts/1020762479407740
Democracy Now!,2024-01-06 19:39:00 EST,91,"International law expert Francis Boyle, who has argued successfully at the World Court, says he believes ""South Africa will win an order against Israel"" after accusing it of genocide in Gaza.",https://www.facebook.com/100057759681078/posts/798696202065695
AJ+,2024-02-01 01:00:36 EST,150,"The Houthis in Yemen are attacking Israel-linked ships in the Red Sea to protest Israel's genocide in Gaza. In response, the U.S. and the UK are bombing Yemen. Here’s a quick breakdown of the double standards in their response.",https://www.facebook.com/100064529598989/posts/776556484505331
The Daily Beast,2024-02-26 10:27:10 EST,59,"“My name is Aaron Bushnell. I am an active-duty member of the United States Air Force and I will no longer be complicit in genocide.""",https://www.facebook.com/100059368248595/posts/774403004548634
CNN International,2024-01-11 17:00:18 EST,40,"South Africa accused Israel of genocide in an unprecedented case at the UN’s top court, saying the country’s leadership was “intent on destroying the Palestinians in Gaza” and calling for the court to order a halt to Israel’s military campaign in the enclave.",https://www.facebook.com/100059551808655/posts/759060929422294
NEWSMAX,2023-11-12 01:30:01 EST,31,"Anti-Israel rioters, calling for the destruction of the Jewish state and ""genocide of the Jews,"" forced the shutdown of New York City's Grand Central Station on Friday night with an operation called ""Flood Manhattan for Gaza.""",https://www.facebook.com/100064878334770/posts/739039054935366
Democracy Now!,2024-04-16 17:59:00 EDT,213,"Veteran journalist Peter Maass has spent decades covering wars, including the Bosnian genocide in the 1990s that killed about 100,000 people over nearly four years. He says many of the same war crimes he reported then are part of Israel’s current assault on Gaza, including sniper attacks on civilians, bombing of civilian infrastructure, attacks on bread lines and besieging whole populations by preventing food and other aid from entering — but they are happening on a larger scale and at an accelerated pace. ""What seems to be unfolding in Gaza is even worse than what I saw in Bosnia,"" says Maass.",https://www.facebook.com/100057759681078/posts/856456746289640
AJ+,2024-04-12 02:12:10 EDT,275,This is what 6 months of Israeli genocide in Gaza looks like:,https://www.facebook.com/100064529598989/posts/820324183461894
AJ+,2024-03-01 11:05:37 EST,172,Palestinian doctor Mousa al-Buhaisi served in Ukraine after Russia’s invasion and is currently saving lives in Gaza. He compares what he saw in Ukraine to the genocide in Gaza.,https://www.facebook.com/100064529598989/posts/794974462663533
AJ+,2024-04-26 01:11:02 EDT,218,"Is the U.S. controlled by Israel? Is President Joe Biden helplessly beholden to the whims of Benjamin Netanyahu? In this episode of Backspace, Sana Saeed breaks down the media coverage erasing the U.S. government and Joe Biden’s role in the Gaza genocide.",https://www.facebook.com/100064529598989/posts/828917485935897
AJ+,2024-03-27 14:26:16 EDT,114,"British Palestinian Doctor Ghassan Abu-Sittah has been elected rector of the University of Glasgow. In Scotland, a rector is a senior representative for university students. Dr. Abu-Sittah worked in Gaza for 43 days following Oct. 7 and witnessed the horrors of Israeli attacks on the strip. He vowed to call on Glasgow University to condemn Israel’s genocide of Palestinians as part of his election campaign.",https://www.facebook.com/100064529598989/posts/810496271111352
AJ+,2024-02-06 18:10:38 EST,309,"Footage of an Israeli soldier standing over a stripped and wounded Palestinian man shackled to a chair has gone viral. These are some of the testimonies of other Palestinians who have been detained and forcibly disappeared by Israeli forces in occupied Gaza since Oct. 7. ⁣ ⁣ Israeli forces have detained over 9,000 Palestinians in Gaza and the occupied West Bank, including dozens of children. ⁣ ⁣ In Gaza, many were arrested while trying to comply with Israeli evacuation orders from Khan Younis. Those who have been released have described being confined to chicken cages, forced to kneel while blindfolded, and denied food or water for days. Women detained have reported sexual abuse, harassment and being threatened with rape. ⁣ ⁣ Human rights groups like Euro-Med Human Rights Monitor and Jewish Voice for Peace have compared Israeli forces’ treatment of Palestinians to U.S. abuses against Iraqis in its Abu Ghraib prison during the invasion of Iraq, and to U.S. practices against detainees in Guantánamo Bay. ⁣ ⁣ The U.S. provides Israel with $3.8 billion in military aid every year. President Biden is pushing Congress to provide $14.1 billion more in military aid to Israel, which is accused of genocide in Gaza. ⁣",https://www.facebook.com/100064529598989/posts/780610240766622
CBS News,2024-01-10 14:28:50 EST,27,"Israel is facing a trial at the United Nations' International Court of Justice, accused of committing genocide with its ongoing military operation against Hamas in the Gaza Strip. On December 29, South Africa became the first country to file a suit against Israel alleging that its operations in Gaza constitute genocide. The case opens Thursday, when South Africa will lay out its allegations and Israel has already blasted the case as ""atrocious and preposterous."" https://cbsn.ws/3RRJ9zs:=:https://www.cbsnews.com/news/israel-genocide-case-south-africa-palestinians-gaza-un-icj/",https://www.facebook.com/100059455603099/posts/772151658110014
AJ+,2024-01-27 20:23:56 EST,117,The ICJ has ruled that Israel must cease any acts that may constitute genocide in Gaza. Here’s a real-time reaction by Palestinian human rights attorney Noura Erakat.,https://www.facebook.com/100064529598989/posts/773431098151203
Palestinian Youth Movement (PYM)- حركة الشباب الفلسطيني,2024-01-26 10:55:34 EST,316,"Today, the ICJ rejected Israel’s request to throw out the case of genocide and instead granted most of South Africa’s requests for provisional measures against Israel. The court ordered Israel to take all measures to prevent acts within the scope of the Genocide Convention, to allow humanitarian aid into Gaza, and to submit a report within one month on the steps it has taken. The ruling demonstrates the irrefutability of the meticulous, thoroughly reasoned, and detailed case that South Africa made before the ICJ. Working around the clock over three months, South Africa’s legal team researched, wrote, and laid out the evidence for how Israel’s industrial-scale slaughter of over 30,000 Palestinians and wholesale destruction of Gaza’s infrastructure fit all of the criteria necessary to designate Israel’s campaign as a genocide. Today’s result should invite measured celebration. Despite Israel and the US’ attempts to spin this ruling in their favor, it reaffirms what we already know about the truth of Zionism in practice, and it demonstrates that, in an increasingly multipolar world, international institutions are capable of bending where they previously would not have budged under the weight of Western imperial hegemony. From the founding of the UN at the close of World War II to the turn of the twenty-first century, the US empire and its imperialist allies have virtually ensured that a result such as today’s would not be possible, in order to protect the Zionist project and allow it to advance. The US’ inability to prevent today’s result offers proof that the tides are turning—not only in the streets, where Palestine has long held international favor—but in the halls of international institutions that are beginning to reflect a new geopolitical reality. Today’s decision does not mean that there will be a ceasefire or an actual end to genocide, which further demonstrates the limitations of international institutions. Nonetheless, the ICJ’s ruling will aid in isolating Israel on the international stage and imposing additional roadblocks against Israel. These are welcome developments that, as with Apartheid in South Africa, will hasten the fall of Zionism.",https://www.facebook.com/100064479708447/posts/765839415575375
AJ+,2024-04-18 16:03:18 EDT,195,"Germany is increasingly cracking down on pro-Palestine voices, often claiming antisemitism when critics call out Israel’s attacks on Gaza. In addition to arresting increasing numbers of protesters, over 200 police officers shut down a pro-Palestine conference, the Palestine Congress, on April 12. Two speakers for the event, a British Palestinian surgeon and the former Greek finance minister, were banned from entering Germany or addressing the German public via livestream or video call. ⁣ ⁣ Dr. Ghassan Abu Sittah worked to save Palestinian lives in Gaza during the first two months of Israel’s assault, and has been cited in South Africa’s case accusing Israel of genocide. Ex-Greek finance minister Yanis Varoufakis is an EU citizen who once ran as a candidate for the European Parliament in Germany. ⁣",https://www.facebook.com/100064529598989/posts/824590626368583
AJ+,2024-04-25 09:46:12 EDT,197,"As Gaza solidarity encampments spread across U.S. college campuses, so too have the attacks framing the anti-genocide movement as ""antisemitic."" But as Dena Takruri explains, this is how the pro-Israel establishment smears its critics.",https://www.facebook.com/100064529598989/posts/828733515954294
USA TODAY,2024-01-11 11:55:03 EST,139,"Israel is rejecting accusations of genocide against Palestinians at the International Court of Justice as South African lawyers claim its response to the October 7 attack by Hamas ""crossed"" a line.",https://www.facebook.com/100053584873398/posts/903840734745414
CNN International,2024-03-27 22:00:06 EDT,43,"There are “reasonable grounds” to believe Israel is “committing the crime of genocide against the Palestinians as a group in Gaza,” the United Nations’ Special Rapporteur on human rights in the Palestinian territories has said.",https://www.facebook.com/100059551808655/posts/800781025250284
Reuters,2024-05-21 01:55:40 EDT,37,"US President Joe Biden strongly defended Israel, saying Israeli forces are not committing genocide in their military campaign against Hamas militants in Gaza in a rejection of criticism from pro-Palestinian protesters https://reut.rs/44Mlvul:=:https://www.reuters.com/world/biden-whats-happening-gaza-is-not-genocide-2024-05-20/",https://www.facebook.com/100059422245844/posts/957631859560880
AJ+,2024-05-01 00:12:13 EDT,207,"Pro-Palestinian college students across the U.S. have become the center of media attention, but they want people to remember what they’re protesting: Israel’s genocide in Gaza.",https://www.facebook.com/100064529598989/posts/832194802274832
Democracy Now!,2023-12-29 11:00:03 EST,146,"“What Israel is doing is the first-ever on-air genocide,” says the head of the Palestinian Mission to the United Kingdom Husam Zomlot.",https://www.facebook.com/100057759681078/posts/794062579195724
Reuters,2024-02-28 01:25:10 EST,107,It was 10 minutes of shouted accusations of being a ‘genocide enabler’ and having ‘blood on your hands’ that made a British lawmaker fear for his safety over his decision to voice support for Israel in its war with Hamas,https://www.facebook.com/100059422245844/posts/902802518377148
Judge Andrew Napolitano,2023-11-21 12:53:55 EST,71,"The Israel-Palestine conflict is a complex and controversial topic that has raged for decades. The debate around it often boils down to the language used, particularly the term ' #genocide '. We unravel this explosive debate after watching Admiral Kirby's recent remarks on the use of the word. #JohnKirby strongly claims that while civilian casualties in #Gaza are heartbreakingly high, #Israel's actions cannot be classified as genocide, but rather as self-defense against what he describes as a genocidal terrorist threat in #Hamas However, we don't let the conversation stop there. We also consider opposing viewpoints, particularly those suggesting that Israel's intentions might indeed revolve around wiping out the #Palestinian population. This aspect is backed by incendiary statements from the #Israeli government and defense forces, leading to a lawsuit by the Center for Constitutional Studies. We take you through the evidence, the arguments, and the potential repercussions of such a hotly contested issue. Join us for this candid, in-depth look at one of the most contentious discourses of our time with Professor Jeffrey Sachs. #JudgingFreedom #Israel #Hamas #Gaza #IsraelPalestine #MiddleEastConflict #PeaceInTheMiddleEast #GazaUnderAttack #Ceasefire #Jerusalem #PrayForPeace Watch Full Episode Here: https://www.youtube.com/live/MnO2lLKqMj4:=:https://www.youtube.com/watch?v=MnO2lLKqMj4",https://www.facebook.com/100044174632296/posts/894838675331945
USA TODAY,2024-01-16 13:30:09 EST,84,Opinion | Israel's actions in self-defense of its people and territory that has been a part of the state since its inception refute accusations of genocide.,https://www.facebook.com/100053584873398/posts/906952781100876
The Hill,2024-03-24 16:40:06 EDT,13,"Rep. Alexandria Ocasio-Cortez (D-N.Y.) defended her accusation that Israel is committing genocide in Gaza, arguing the humanitarian situation in the enclave has “crossed the threshold of intent.” “However, when we look at the precipice of what is happening, with a forced famine of 1.1 million Gazans — where multiple governments, NGOs, and even officials within the United States State Department have stated themselves plainly that the Israeli government and leaders in the Israeli government are intentionally denying, blocking and slow-walking this aid and are precipitating a mass famine — I believe we have crossed the threshold of intent,” she said.",https://www.facebook.com/100059352919301/posts/793751545946602
Democracy Now!,2024-02-11 12:16:00 EST,65,"Despite the International Court of Justice’s January 26 provisional orders to Israel to prevent genocide in Gaza, Israel’s assault has intensified.",https://www.facebook.com/100057759681078/posts/819627386639243
AJ+,2023-11-13 09:02:54 EST,169,Are there any similarities between the Bosnian genocide and what’s happening in Gaza? This Bosnian journalist says yes.,https://www.facebook.com/100064529598989/posts/726452022849111
